Date,Grade,Region,Regional_Price,Seasonal_Impact,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price,Vietnam_Harvest_Flag,Is_Active_Region,National_Price
2020-02-01,gr1,hambantota,542.75,1,31.196415,77.6,181.5628,6.2,104,1,1,533.38
2020-02-01,gr1,kalutara,517.5,1,30.820414,37.600002,181.5628,6.2,104,1,1,533.38
2020-02-01,gr1,kandy,531.0,1,30.08714,12.200001,181.5628,6.2,104,1,1,533.38
2020-02-01,white,kandy,849.75,1,30.08714,12.200001,181.5628,6.2,104,1,1,827.45
2020-02-01,gr1,kegalle,509.75,1,34.63438,9.9,181.5628,6.2,104,1,1,533.38
2020-02-01,white,kegalle,893.75,1,34.63438,9.9,181.5628,6.2,104,1,1,827.45
2020-02-01,gr1,kurunegala,545.5,1,33.205997,8.7,181.5628,6.2,104,1,1,533.38
2020-02-01,gr1,matale,538.0,1,31.059103,11.700001,181.5628,6.2,104,1,1,533.38
2020-02-01,white,matale,832.25,1,31.059103,11.700001,181.5628,6.2,104,1,1,827.45
2020-02-01,gr1,matara,550.0,1,29.479965,30.300001,181.5628,6.2,104,1,1,533.38
2020-02-01,gr1,monaragala,544.0,1,30.181862,40.500004,181.5628,6.2,104,1,1,533.38
2020-02-01,white,monaragala,770.0,1,30.181862,40.500004,181.5628,6.2,104,1,1,827.45
2020-02-01,gr1,nuwaraeliya,531.5,1,21.228672,48.800003,181.5628,6.2,104,1,1,533.38
2020-02-01,gr1,ratnapura,534.25,1,32.54024,70.0,181.5628,6.2,104,1,1,533.38
2020-03-01,gr1,badulla,545.5,1,28.02474,37.7,185.0567,5.4,104,1,1,531.11
2020-03-01,white,badulla,777.0,1,28.02474,37.7,185.0567,5.4,104,1,1,814.8
2020-03-01,gr1,colombo,513.0,1,31.538517,48.4,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,galle,522.5,1,31.931614,55.300003,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,gampaha,545.5,1,32.909195,76.4,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,hambantota,513.5,1,31.665936,13.4,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,kalutara,534.0,1,31.501226,60.0,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,kandy,541.0,1,32.780743,12.799999,185.0567,5.4,104,1,1,531.11
2020-03-01,white,kandy,857.5,1,32.780743,12.799999,185.0567,5.4,104,1,1,814.8
2020-03-01,gr1,kegalle,513.0,1,35.15429,49.7,185.0567,5.4,104,1,1,531.11
2020-03-01,white,kegalle,812.5,1,35.15429,49.7,185.0567,5.4,104,1,1,814.8
2020-03-01,gr1,kurunegala,537.5,1,35.485027,31.4,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,matale,553.0,1,33.39503,29.199999,185.0567,5.4,104,1,1,531.11
2020-03-01,white,matale,847.0,1,33.39503,29.199999,185.0567,5.4,104,1,1,814.8
2020-03-01,gr1,matara,540.0,1,29.144873,15.200001,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,monaragala,548.5,1,32.87535,22.0,185.0567,5.4,104,1,1,531.11
2020-03-01,white,monaragala,780.0,1,32.87535,22.0,185.0567,5.4,104,1,1,814.8
2020-03-01,gr1,nuwaraeliya,516.0,1,23.11221,22.8,185.0567,5.4,104,1,1,531.11
2020-03-01,gr1,ratnapura,512.5,1,33.248806,66.5,185.0567,5.4,104,1,1,531.11
2020-04-01,gr1,badulla,508.5,0,28.456999,127.4,193.0854,5.2,104,1,1,509.68
2020-04-01,white,badulla,850.0,0,28.456999,127.4,193.0854,5.2,104,1,1,767.3
2020-04-01,gr1,galle,497.5,0,30.539999,197.9,193.0854,5.2,104,1,1,509.68
2020-04-01,gr1,hambantota,495.0,0,31.515667,73.6,193.0854,5.2,104,1,1,509.68
2020-04-01,gr1,kandy,540.5,0,31.386333,119.7,193.0854,5.2,104,1,1,509.68
2020-04-01,white,kandy,825.0,0,31.386333,119.7,193.0854,5.2,104,1,1,767.3
2020-04-01,gr1,kegalle,508.0,0,32.391335,261.19998,193.0854,5.2,104,1,1,509.68
2020-04-01,white,kegalle,775.0,0,32.391335,261.19998,193.0854,5.2,104,1,1,767.3
2020-04-01,gr1,kurunegala,554.5,0,33.79433,232.2,193.0854,5.2,104,1,1,509.68
2020-04-01,gr1,matale,524.5,0,32.131,184.00002,193.0854,5.2,104,1,1,509.68
2020-04-01,white,matale,728.5,0,32.131,184.00002,193.0854,5.2,104,1,1,767.3
2020-04-01,gr1,matara,525.0,0,29.254333,89.4,193.0854,5.2,104,1,1,509.68
2020-04-01,gr1,monaragala,488.0,0,32.810997,198.3,193.0854,5.2,104,1,1,509.68
2020-04-01,white,monaragala,658.0,0,32.810997,198.3,193.0854,5.2,104,1,1,767.3
2020-04-01,gr1,nuwaraeliya,495.0,0,21.911833,191.5,193.0854,5.2,104,1,1,509.68
2020-04-01,gr1,ratnapura,470.0,0,31.841333,283.7,193.0854,5.2,104,1,1,509.68
2020-05-01,gr1,badulla,526.25,0,28.86829,142.40001,187.865,4.0,104,0,1,517.18
2020-05-01,white,badulla,777.75,0,28.86829,142.40001,187.865,4.0,104,0,1,800.9
2020-05-01,gr1,galle,502.5,0,29.338064,350.9,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,hambantota,505.75,0,31.359486,68.200005,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,kalutara,522.6666666666666,0,29.66413,311.6,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,kandy,528.5,0,28.654936,230.1,187.865,4.0,104,0,1,517.18
2020-05-01,white,kandy,859.5,0,28.654936,230.1,187.865,4.0,104,0,1,800.9
2020-05-01,gr1,kegalle,508.0,0,29.852676,278.1,187.865,4.0,104,0,1,517.18
2020-05-01,white,kegalle,775.0,0,29.852676,278.1,187.865,4.0,104,0,1,800.9
2020-05-01,gr1,kurunegala,543.75,0,30.609226,206.7,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,matale,514.75,0,28.980516,250.40001,187.865,4.0,104,0,1,517.18
2020-05-01,white,matale,807.5,0,28.980516,250.40001,187.865,4.0,104,0,1,800.9
2020-05-01,gr1,matara,535.0,0,28.81584,211.0,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,monaragala,526.75,0,32.480194,99.3,187.865,4.0,104,0,1,517.18
2020-05-01,white,monaragala,784.75,0,32.480194,99.3,187.865,4.0,104,0,1,800.9
2020-05-01,gr1,nuwaraeliya,520.5,0,20.270273,287.3,187.865,4.0,104,0,1,517.18
2020-05-01,gr1,ratnapura,471.75,0,29.802034,406.0,187.865,4.0,104,0,1,517.18
2020-06-01,gr1,badulla,492.0,1,30.223665,62.1,185.9545,3.9,104,0,1,498.81
2020-06-01,white,badulla,760.0,1,30.223665,62.1,185.9545,3.9,104,0,1,783.08
2020-06-01,gr1,colombo,486.4,1,29.174002,260.4,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,galle,486.0,1,28.961666,231.40001,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,gampaha,510.6,1,29.711666,284.1,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,hambantota,498.6,1,32.387333,27.2,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,kalutara,500.0,1,29.211334,248.70001,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,kandy,498.0,1,28.296333,89.8,185.9545,3.9,104,0,1,498.81
2020-06-01,white,kandy,843.6,1,28.296333,89.8,185.9545,3.9,104,0,1,783.08
2020-06-01,gr1,kegalle,493.6,1,28.864666,223.0,185.9545,3.9,104,0,1,498.81
2020-06-01,white,kegalle,759.8,1,28.864666,223.0,185.9545,3.9,104,0,1,783.08
2020-06-01,gr1,kurunegala,520.6,1,29.804333,166.5,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,matale,501.2,1,28.044334,148.3,185.9545,3.9,104,0,1,498.81
2020-06-01,white,matale,780.8,1,28.044334,148.3,185.9545,3.9,104,0,1,783.08
2020-06-01,gr1,matara,520.0,1,28.487667,114.899994,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,monaragala,496.6,1,35.427666,40.5,185.9545,3.9,104,0,1,498.81
2020-06-01,white,monaragala,771.2,1,35.427666,40.5,185.9545,3.9,104,0,1,783.08
2020-06-01,gr1,nuwaraeliya,498.8,1,18.7885,110.2,185.9545,3.9,104,0,1,498.81
2020-06-01,gr1,ratnapura,481.0,1,29.358,354.9,185.9545,3.9,104,0,1,498.81
2020-07-01,gr1,badulla,489.75,1,29.095709,156.8,185.8487,4.2,104,0,1,495.04
2020-07-01,white,badulla,769.75,1,29.095709,156.8,185.8487,4.2,104,0,1,801.7
2020-07-01,gr1,colombo,481.0,1,28.635292,256.1,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,galle,481.25,1,28.420322,302.3,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,gampaha,504.75,1,29.083385,275.6,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,hambantota,483.75,1,31.046581,92.5,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,kalutara,500.0,1,28.717354,261.6,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,kandy,492.75,1,27.806547,140.8,185.8487,4.2,104,0,1,495.04
2020-07-01,white,kandy,839.0,1,27.806547,140.8,185.8487,4.2,104,0,1,801.7
2020-07-01,gr1,kegalle,493.5,1,28.391386,239.4,185.8487,4.2,104,0,1,495.04
2020-07-01,white,kegalle,816.5,1,28.391386,239.4,185.8487,4.2,104,0,1,801.7
2020-07-01,gr1,kurunegala,510.0,1,29.21568,177.7,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,matale,511.25,1,27.549871,172.1,185.8487,4.2,104,0,1,495.04
2020-07-01,white,matale,799.25,1,27.549871,172.1,185.8487,4.2,104,0,1,801.7
2020-07-01,gr1,matara,502.5,1,27.828743,234.89998,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,monaragala,502.0,1,33.36406,98.6,185.8487,4.2,104,0,1,495.04
2020-07-01,white,monaragala,784.0,1,33.36406,98.6,185.8487,4.2,104,0,1,801.7
2020-07-01,gr1,nuwaraeliya,493.75,1,18.578337,172.3,185.8487,4.2,104,0,1,495.04
2020-07-01,gr1,ratnapura,484.25,1,28.876226,428.2,185.8487,4.2,104,0,1,495.04
2020-08-01,gr1,badulla,540.8,1,30.424742,67.7,184.8939,4.1,104,0,1,546.41
2020-08-01,white,badulla,798.0,1,30.424742,67.7,184.8939,4.1,104,0,1,819.84
2020-08-01,gr1,colombo,527.25,1,28.636904,222.6,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,galle,548.75,1,28.523548,207.20001,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,gampaha,563.8,1,29.17371,220.6,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,hambantota,555.4,1,31.374,48.1,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,kalutara,512.0,1,28.796387,176.40001,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,kandy,544.6,1,27.496872,159.20001,184.8939,4.1,104,0,1,546.41
2020-08-01,white,kandy,843.0,1,27.496872,159.20001,184.8939,4.1,104,0,1,819.84
2020-08-01,gr1,kegalle,548.8,1,28.852676,270.6,184.8939,4.1,104,0,1,546.41
2020-08-01,white,kegalle,835.0,1,28.852676,270.6,184.8939,4.1,104,0,1,819.84
2020-08-01,gr1,kurunegala,563.2,1,29.68342,176.1,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,matale,546.6,1,27.75471,187.6,184.8939,4.1,104,0,1,546.41
2020-08-01,white,matale,833.8,1,27.75471,187.6,184.8939,4.1,104,0,1,819.84
2020-08-01,gr1,matara,560.0,1,27.846485,98.4,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,monaragala,556.0,1,35.556,28.300001,184.8939,4.1,104,0,1,546.41
2020-08-01,white,monaragala,789.4,1,35.556,28.300001,184.8939,4.1,104,0,1,819.84
2020-08-01,gr1,nuwaraeliya,530.0,1,18.812208,231.5,184.8939,4.1,104,0,1,546.41
2020-08-01,gr1,ratnapura,552.6,1,29.208485,331.8,184.8939,4.1,104,0,1,546.41
2020-09-01,gr1,badulla,566.25,0,28.428667,158.2,185.0317,4.0,104,0,1,577.39
2020-09-01,white,badulla,793.5,0,28.428667,158.2,185.0317,4.0,104,0,1,808.15
2020-09-01,gr1,colombo,550.0,0,27.980669,368.3,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,galle,582.5,0,28.013332,333.0,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,gampaha,587.0,0,28.355,419.7,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,hambantota,575.5,0,30.722334,60.0,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,kalutara,560.5,0,28.078,329.6,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,kandy,579.75,0,26.298,189.40001,185.0317,4.0,104,0,1,577.39
2020-09-01,white,kandy,828.25,0,26.298,189.40001,185.0317,4.0,104,0,1,808.15
2020-09-01,gr1,kegalle,590.5,0,27.473,408.19998,185.0317,4.0,104,0,1,577.39
2020-09-01,white,kegalle,750.0,0,27.473,408.19998,185.0317,4.0,104,0,1,808.15
2020-09-01,gr1,kurunegala,583.0,0,28.140999,314.3,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,matale,575.0,0,26.609335,297.5,185.0317,4.0,104,0,1,577.39
2020-09-01,white,matale,872.0,0,26.609335,297.5,185.0317,4.0,104,0,1,808.15
2020-09-01,gr1,matara,600.0,0,27.446001,211.4,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,monaragala,593.25,0,34.065998,85.3,185.0317,4.0,104,0,1,577.39
2020-09-01,white,monaragala,797.0,0,34.065998,85.3,185.0317,4.0,104,0,1,808.15
2020-09-01,gr1,nuwaraeliya,555.5,0,17.606833,318.6,185.0317,4.0,104,0,1,577.39
2020-09-01,gr1,ratnapura,584.75,0,28.063,492.19998,185.0317,4.0,104,0,1,577.39
2020-10-01,gr1,badulla,554.0,0,30.30861,35.8,184.4379,4.0,104,0,1,562.98
2020-10-01,white,badulla,773.5,0,30.30861,35.8,184.4379,4.0,104,0,1,794.0
2020-10-01,gr1,colombo,545.5,0,28.659485,109.0,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,galle,540.0,0,28.596128,136.4,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,gampaha,625.0,0,29.275322,117.799995,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,hambantota,550.0,0,32.34013,31.9,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,kalutara,575.75,0,28.839937,113.1,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,kandy,559.25,0,27.196873,112.8,184.4379,4.0,104,0,1,562.98
2020-10-01,white,kandy,809.0,0,27.196873,112.8,184.4379,4.0,104,0,1,794.0
2020-10-01,gr1,kegalle,570.75,0,28.480097,188.8,184.4379,4.0,104,0,1,562.98
2020-10-01,white,kegalle,800.0,0,28.480097,188.8,184.4379,4.0,104,0,1,794.0
2020-10-01,gr1,kurunegala,583.0,0,29.186646,125.100006,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,matale,556.25,0,27.398258,155.90001,184.4379,4.0,104,0,1,562.98
2020-10-01,white,matale,815.0,0,27.398258,155.90001,184.4379,4.0,104,0,1,794.0
2020-10-01,gr1,matara,572.5,0,27.959389,84.49999,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,monaragala,570.75,0,36.13503,139.1,184.4379,4.0,104,0,1,562.98
2020-10-01,white,monaragala,772.5,0,36.13503,139.1,184.4379,4.0,104,0,1,794.0
2020-10-01,gr1,nuwaraeliya,541.0,0,18.700918,195.0,184.4379,4.0,104,0,1,562.98
2020-10-01,gr1,ratnapura,538.0,0,28.953646,231.1,184.4379,4.0,104,0,1,562.98
2020-11-01,gr1,badulla,554.5,1,26.043667,298.3,184.4379,4.1,104,0,1,551.45
2020-11-01,white,badulla,752.25,1,26.043667,298.3,184.4379,4.1,104,0,1,774.8
2020-11-01,gr1,galle,517.5,1,28.953333,533.2,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,hambantota,551.25,1,30.070667,196.50002,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,kalutara,555.0,1,29.491333,256.80002,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,kandy,557.0,1,27.513,210.1,184.4379,4.1,104,0,1,551.45
2020-11-01,white,kandy,796.5,1,27.513,210.1,184.4379,4.1,104,0,1,774.8
2020-11-01,gr1,kegalle,549.5,1,29.104668,264.8,184.4379,4.1,104,0,1,551.45
2020-11-01,white,kegalle,787.5,1,29.104668,264.8,184.4379,4.1,104,0,1,774.8
2020-11-01,gr1,kurunegala,567.6666666666666,1,29.794334,205.5,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,matale,552.5,1,28.137667,281.7,184.4379,4.1,104,0,1,551.45
2020-11-01,white,matale,761.5,1,28.137667,281.7,184.4379,4.1,104,0,1,774.8
2020-11-01,gr1,matara,547.5,1,28.237667,202.3,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,monaragala,574.25,1,29.767668,370.1,184.4379,4.1,104,0,1,551.45
2020-11-01,white,monaragala,776.25,1,29.767668,370.1,184.4379,4.1,104,0,1,774.8
2020-11-01,gr1,nuwaraeliya,531.0,1,19.451834,261.19998,184.4379,4.1,104,0,1,551.45
2020-11-01,gr1,ratnapura,559.75,1,29.486334,403.89996,184.4379,4.1,104,0,1,551.45
2020-12-01,gr1,badulla,558.0,1,25.019903,584.6,187.1822,4.2,104,0,1,543.59
2020-12-01,white,badulla,775.8,1,25.019903,584.6,187.1822,4.2,104,0,1,801.36
2020-12-01,gr1,colombo,516.5,1,28.72884,155.8,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,galle,511.0,1,28.76387,221.1,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,gampaha,533.5,1,29.39629,182.7,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,hambantota,520.0,1,29.843357,110.2,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,kalutara,529.0,1,29.018969,208.20001,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,kandy,571.6,1,26.587194,251.90001,187.1822,4.2,104,0,1,543.59
2020-12-01,white,kandy,817.8,1,26.587194,251.90001,187.1822,4.2,104,0,1,801.36
2020-12-01,gr1,kegalle,558.6,1,28.42687,210.70001,187.1822,4.2,104,0,1,543.59
2020-12-01,white,kegalle,827.0,1,28.42687,210.70001,187.1822,4.2,104,0,1,801.36
2020-12-01,gr1,kurunegala,562.8,1,28.651161,337.4,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,matale,562.4,1,27.216002,383.2,187.1822,4.2,104,0,1,543.59
2020-12-01,white,matale,800.2,1,27.216002,383.2,187.1822,4.2,104,0,1,801.36
2020-12-01,gr1,matara,535.0,1,27.89326,110.9,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,monaragala,570.8,1,28.935034,310.2,187.1822,4.2,104,0,1,543.59
2020-12-01,white,monaragala,786.0,1,28.935034,310.2,187.1822,4.2,104,0,1,801.36
2020-12-01,gr1,nuwaraeliya,541.25,1,18.970274,224.8,187.1822,4.2,104,0,1,543.59
2020-12-01,gr1,ratnapura,539.8,1,28.903645,188.7,187.1822,4.2,104,0,1,543.59
2021-01-01,gr1,badulla,551.25,1,24.389257,467.5,190.4918,3.0,104,0,1,522.04
2021-01-01,white,badulla,752.75,1,24.389257,467.5,190.4918,3.0,104,0,1,783.1
2021-01-01,gr1,colombo,474.75,1,28.888515,280.1,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,galle,462.5,1,28.394516,278.8,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,gampaha,507.5,1,29.788225,211.8,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,hambantota,523.75,1,28.936903,177.3,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,kalutara,494.25,1,28.873806,239.5,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,kandy,556.25,1,26.575905,145.70001,190.4918,3.0,104,0,1,522.04
2021-01-01,white,kandy,798.0,1,26.575905,145.70001,190.4918,3.0,104,0,1,783.1
2021-01-01,gr1,kegalle,534.5,1,28.744614,288.6,190.4918,3.0,104,0,1,522.04
2021-01-01,white,kegalle,818.75,1,28.744614,288.6,190.4918,3.0,104,0,1,783.1
2021-01-01,gr1,kurunegala,528.5,1,29.04955,169.7,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,matale,563.0,1,27.528904,209.2,190.4918,3.0,104,0,1,522.04
2021-01-01,white,matale,775.25,1,27.528904,209.2,190.4918,3.0,104,0,1,783.1
2021-01-01,gr1,matara,502.5,1,27.49326,176.3,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,monaragala,563.25,1,27.875355,367.5,190.4918,3.0,104,0,1,522.04
2021-01-01,white,monaragala,770.75,1,27.875355,367.5,190.4918,3.0,104,0,1,783.1
2021-01-01,gr1,nuwaraeliya,523.0,1,19.115435,320.19998,190.4918,3.0,104,0,1,522.04
2021-01-01,gr1,ratnapura,523.5,1,28.911709,270.40002,190.4918,3.0,104,0,1,522.04
2021-02-01,gr1,badulla,549.5,1,25.121286,121.299995,194.0665,3.3,104,1,1,511.54
2021-02-01,white,badulla,781.0,1,25.121286,121.299995,194.0665,3.3,104,1,1,792.25
2021-02-01,gr1,colombo,473.5,1,30.48293,20.5,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,galle,500.0,1,29.051428,83.799995,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,gampaha,502.75,1,32.124287,15.3,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,hambantota,506.75,1,30.95436,22.5,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,kalutara,477.25,1,30.521214,32.8,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,kandy,532.25,1,28.632643,15.2,194.0665,3.3,104,1,1,511.54
2021-02-01,white,kandy,802.25,1,28.632643,15.2,194.0665,3.3,104,1,1,792.25
2021-02-01,gr1,kegalle,520.5,1,32.362644,17.4,194.0665,3.3,104,1,1,511.54
2021-02-01,white,kegalle,775.0,1,32.362644,17.4,194.0665,3.3,104,1,1,792.25
2021-02-01,gr1,kurunegala,493.5,1,31.420284,11.1,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,matale,543.0,1,29.557072,17.6,194.0665,3.3,104,1,1,511.54
2021-02-01,white,matale,820.25,1,29.557072,17.6,194.0665,3.3,104,1,1,792.25
2021-02-01,gr1,matara,510.0,1,28.234213,28.0,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,monaragala,539.5,1,29.380999,52.0,194.0665,3.3,104,1,1,511.54
2021-02-01,white,monaragala,782.75,1,29.380999,52.0,194.0665,3.3,104,1,1,792.25
2021-02-01,gr1,nuwaraeliya,506.25,1,20.173498,39.300003,194.0665,3.3,104,1,1,511.54
2021-02-01,gr1,ratnapura,506.75,1,30.448,62.5,194.0665,3.3,104,1,1,511.54
2021-03-01,gr1,badulla,628.6,1,26.466677,169.50002,196.9825,4.1,104,1,1,608.51
2021-03-01,white,badulla,806.8,1,26.466677,169.50002,196.9825,4.1,104,1,1,845.88
2021-03-01,gr1,colombo,562.75,1,30.01755,202.2,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,galle,596.0,1,30.089676,170.6,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,gampaha,629.2,1,31.686613,225.90001,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,hambantota,598.0,1,30.82884,116.3,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,kalutara,549.6,1,30.115742,224.5,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,kandy,622.8,1,29.661386,87.8,196.9825,4.1,104,1,1,608.51
2021-03-01,white,kandy,859.8,1,29.661386,87.8,196.9825,4.1,104,1,1,845.88
2021-03-01,gr1,kegalle,623.8,1,32.678486,176.6,196.9825,4.1,104,1,1,608.51
2021-03-01,white,kegalle,812.0,1,32.678486,176.6,196.9825,4.1,104,1,1,845.88
2021-03-01,gr1,kurunegala,612.6,1,33.291485,87.5,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,matale,634.6,1,31.461163,80.5,196.9825,4.1,104,1,1,608.51
2021-03-01,white,matale,908.2,1,31.461163,80.5,196.9825,4.1,104,1,1,845.88
2021-03-01,gr1,matara,616.0,1,28.675518,94.4,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,monaragala,636.4,1,30.180193,140.5,196.9825,4.1,104,1,1,608.51
2021-03-01,white,monaragala,842.6,1,30.180193,140.5,196.9825,4.1,104,1,1,845.88
2021-03-01,gr1,nuwaraeliya,592.8,1,20.3235,92.4,196.9825,4.1,104,1,1,608.51
2021-03-01,gr1,ratnapura,616.0,1,30.129452,267.1,196.9825,4.1,104,1,1,608.51
2021-04-01,gr1,badulla,711.6666666666666,0,27.782,231.40001,197.423,3.9,104,1,1,684.43
2021-04-01,white,badulla,917.3333333333334,0,27.782,231.40001,197.423,3.9,104,1,1,921.8
