Date,Grade,Region,Regional_Price,National_Price,Seasonal_Impact,Indonesia_Price_in_USD,Madagascar_Price_in_USD,Tanzania_Price_in_USD,Local_Production_Volume,Local_Export_Volume,Global_Production_Volume,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price,Market_Sentiment,Year,Month
2020-03-01,Clove,Kegalle,824.5,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Stem,Kegalle,102.5,82.27,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Kurunegala,858.5,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Stem,Kurunegala,67.0,82.27,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Matale,915.0,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Stem,Matale,65.0,82.27,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Matara,925.5,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Stem,Matara,87.0,82.27,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Monaragala,887.5,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Nuwaraeliya,900.0,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Stem,Nuwaraeliya,95.0,82.27,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-03-01,Clove,Ratnapura,862.5,898.65,0,3.8,4.4,4.8,0.0,727.0,12289.0,27.61,21.74,185.0567,5.4,104.0,Neutral,,
2020-04-01,Clove,Badulla,818.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Colombo,829.24,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Galle,862.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Gampaha,829.24,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Gampaha,86.95,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Hambantota,862.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Kalutara,829.24,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Kandy,805.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Kandy,99.0,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Kegalle,712.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Kegalle,101.0,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Kurunegala,875.0,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Kurunegala,67.0,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Matale,722.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Matale,80.5,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Matara,855.0,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Matara,85.5,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Monaragala,875.0,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Nuwaraeliya,700.0,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Stem,Nuwaraeliya,88.0,86.95,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-04-01,Clove,Ratnapura,862.5,829.24,0,3.7,4.3,4.75,0.0,571.0,6192.0,28.87,108.92,193.0854,5.2,104.0,Neutral,,
2020-05-01,Clove,Badulla,846.5,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Colombo,843.36,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Galle,952.5,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Gampaha,843.36,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Gampaha,85.75,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Hambantota,874.5,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Kalutara,961.67,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Kandy,789.0,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Kandy,99.0,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Kegalle,766.5,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Kegalle,89.5,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Kurunegala,854.25,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Kurunegala,67.0,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Matale,784.75,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Matale,84.0,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Matara,847.0,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Matara,84.5,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Monaragala,893.75,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Nuwaraeliya,784.25,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Stem,Nuwaraeliya,90.5,85.75,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-05-01,Clove,Ratnapura,843.75,843.36,0,3.65,4.25,4.75,0.0,260.0,0.0,28.68,196.94,187.865,4.0,104.0,Neutral,,
2020-06-01,Clove,Badulla,820.6,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Colombo,982.6,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Galle,885.0,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Gampaha,864.0,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Gampaha,71.2,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Hambantota,813.0,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Kalutara,973.8,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Kandy,794.8,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Kandy,95.8,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Kegalle,756.2,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Kegalle,91.8,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Kurunegala,834.6,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Kurunegala,65.4,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Matale,782.8,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Matale,81.4,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Matara,849.6,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Matara,83.0,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Monaragala,850.0,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Nuwaraeliya,738.8,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Stem,Nuwaraeliya,89.0,82.52,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-06-01,Clove,Ratnapura,758.4,834.59,0,3.6,4.2,4.7,0.0,130.0,3522.0,28.17,91.65,185.9545,3.9,104.0,Neutral,,
2020-07-01,Clove,Badulla,783.25,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Colombo,875.25,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Galle,825.0,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Gampaha,797.5,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Gampaha,65.75,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Hambantota,875.0,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Kalutara,1082.75,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Kandy,844.25,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Kandy,99.5,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Kegalle,774.75,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Kegalle,84.0,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Kurunegala,837.5,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Kurunegala,65.0,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Matale,828.75,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Matale,81.75,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Matara,855.25,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Matara,85.0,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Monaragala,856.25,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Nuwaraeliya,801.75,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Stem,Nuwaraeliya,88.0,81.22,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-07-01,Clove,Ratnapura,800.0,845.52,0,3.65,4.25,4.8,0.0,52.0,15224.0,27.34,117.14,185.8487,4.2,104.0,Neutral,,
2020-08-01,Clove,Badulla,794.6,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Colombo,903.25,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Galle,850.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Gampaha,862.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Gampaha,69.2,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Hambantota,900.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Kalutara,994.6,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Kandy,898.6,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Kandy,99.6,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Kegalle,853.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Kegalle,83.0,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Kurunegala,830.2,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Kurunegala,64.0,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Matale,901.6,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Matale,88.2,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Matara,875.8,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Matara,83.0,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Monaragala,855.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Nuwaraeliya,859.4,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Stem,Nuwaraeliya,92.6,82.8,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-08-01,Clove,Ratnapura,862.0,874.26,0,3.7,4.3,4.85,0.0,52.0,16389.0,27.67,66.31,184.8939,4.1,104.0,Neutral,,
2020-09-01,Clove,Badulla,822.5,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Colombo,919.0,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
2020-09-01,Clove,Galle,856.25,875.16,0,3.7,4.35,4.9,0.0,39.0,24089.0,27.18,180.47,185.0317,4.0,104.0,Neutral,,
