Date,Grade,Region,Regional_Price,Seasonal_Impact,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price,Vietnam_FOB_USD,Vietnam_Harvest_Flag,Urea_Price_USD,India_Domestic_Price,National_Price,Is_Active_Region
2022-06-01,gr1,badulla,1848.75,1,28.45033,152.5,360.2428,54.6,430,4175.619688796375,0,324.4771692581028,527.3523968041942,1843.43,1
2022-07-01,gr1,badulla,1777.25,1,28.623127,126.7,360.8724,60.8,430,4089.4432345496057,0,340.74082669749976,534.4227072509117,1805.43,1
2022-08-01,gr1,badulla,1799.6,1,28.503775,145.40001,360.9983,64.3,430,4251.876997212895,0,316.5680772450259,545.5393077217637,1801.86,1
2022-09-01,gr1,badulla,1787.25,0,28.873665,130.5,362.3826,69.8,415,4143.725547635081,0,325.2112242837934,528.9894782566462,1767.02,1
2022-10-01,gr1,badulla,1778.5,0,27.061838,304.3,363.1484,66.0,430,4192.099605071051,0,306.2038183521107,538.2754324277117,1808.95,1
2022-11-01,gr1,badulla,1816.8,1,25.490332,228.20001,363.394,61.0,420,4256.328251477388,0,313.2482172502562,517.2600902111508,1745.04,1
2022-12-01,gr1,badulla,1781.25,1,24.448935,234.8,363.1652,57.2,420,4262.3042596248815,0,307.6074160514653,528.0096277301266,1640.54,1
2023-01-01,gr1,badulla,1798.6,1,23.703773,201.0,362.4228,51.7,405,4222.213165574302,0,319.7442568780801,521.562861259393,1678.93,1
2023-02-01,gr1,badulla,1798.6,1,24.653427,198.90001,361.9766,50.6,405,4095.9035296058137,1,328.7438918071273,533.6413898012527,1678.93,1
2023-03-01,gr1,badulla,1745.75,1,26.476355,118.3,329.4709,50.3,325,4217.379085268083,1,326.15771149771143,541.2788197512172,1668.46,1
2023-04-01,gr1,badulla,1460.25,0,27.932,138.2,321.4244,35.3,310,4209.3383382238535,1,319.2423571346454,533.908049491006,1409.21,1
2023-05-01,gr1,badulla,1468.2,0,28.916677,103.0,310.1639,25.2,310,4164.841178743705,0,327.4082434542013,540.4706128837068,1414.43,1
2023-06-01,gr1,badulla,1398.0,1,30.012,155.40001,301.2612,12.0,308,4227.989522396552,0,325.9181413374138,512.7737887606542,1332.7,1
2023-07-01,gr1,badulla,1453.6,1,30.219902,84.7,319.2903,6.3,306,4176.886235564748,0,320.20886488295963,507.45373108097397,1460.24,1
2023-08-01,gr1,badulla,1917.0,1,31.592484,119.5,321.5764,4.0,341,4314.944906180963,0,319.2404897635748,530.0548961498163,1915.91,1
2023-09-01,gr1,badulla,1936.5,0,28.125332,213.0,322.7693,1.3,351,4233.74097460833,0,304.01875648116254,516.7927983791034,1925.25,1
2023-10-01,gr1,badulla,1800.0,0,26.700548,386.30002,324.7303,1.5,356,4210.146151042565,0,319.99291405423355,517.7374389496852,1935.31,1
2023-11-01,gr1,badulla,1961.25,1,26.187,480.0,328.25,3.4,329,4259.419663672405,0,301.3346004863938,507.23434546943014,1933.73,1
2023-12-01,gr1,badulla,1915.5,1,25.426353,415.0,326.7423,4.0,358,4260.325448325418,0,306.6968637426101,500.5324232394593,1888.79,1
2024-01-01,gr1,badulla,1936.2,1,25.171515,237.1,321.1706,6.4,363,4209.330456157818,0,302.21412415993484,534.6927509091865,1891.64,1
2024-02-01,gr1,badulla,1846.75,1,26.419067,101.8,312.5801,5.9,363,4148.938359143464,1,324.62060893251896,528.4309216707312,1809.61,1
2024-03-01,gr1,badulla,1755.0,1,28.73603,78.3,305.665,0.9,363,4255.864791579406,1,339.95667489783966,503.4869263439572,1704.27,1
2024-04-01,gr1,badulla,1688.2,0,29.925331,110.100006,299.4232,1.5,333,4177.690828339261,1,336.74492433347535,497.13961375852546,1566.09,1
2024-05-01,gr1,badulla,1655.0,0,30.034418,208.1,299.6923,0.9,317,4165.90078760011,0,324.920188479928,536.789370090368,1576.39,1
2024-06-01,gr1,badulla,1655.0,1,29.910334,75.200005,303.8121,1.7,317,4303.763043631263,0,306.4732971415647,491.28180952262943,1576.39,1
2024-07-01,gr1,badulla,1655.0,1,30.615065,101.0,303.7559,2.4,317,4116.57079630612,0,310.36241073789387,473.67712274062245,1576.39,1
2024-08-01,gr1,badulla,1655.0,1,29.29571,202.3,300.6683,0.5,307,4168.721864924523,0,320.6934433703625,548.5771541562714,1576.39,1
2024-09-01,gr1,badulla,1655.0,0,31.153666,148.0,301.1505,-0.5,283,4217.325194086536,0,323.90695920928147,546.0701586386951,1576.39,1
2024-10-01,gr1,badulla,1655.0,0,27.732805,218.2,293.7851,-0.8,283,4187.047892708965,0,328.2604717144151,526.3271664307229,1576.39,1
2024-11-01,gr1,badulla,1655.0,1,26.202,547.2,292.0092,-2.1,286,4147.329221841317,0,314.1994675862996,530.2722892846219,1576.39,1
2024-12-01,gr1,badulla,1655.0,1,26.210224,228.70001,291.6805,-1.7,286,4215.131773261952,0,327.21562505126144,506.5976959909153,1576.39,1
2025-01-01,gr1,badulla,1655.0,1,24.18442,466.7,296.1796,-4.0,286,4200.778952379073,0,307.43493105720745,492.56513741472986,1576.39,1
2025-02-01,gr1,badulla,1655.0,1,26.508785,112.200005,296.8034,-4.2,286,4251.128521600482,1,317.450442064463,519.8591002903889,1576.39,1
2025-03-01,gr1,badulla,1655.0,1,27.648935,127.8,295.909,-2.6,286,4121.474969818841,1,325.5551264634225,523.510724591572,1576.39,1
2025-04-01,gr1,badulla,1655.0,0,28.293667,191.1,298.5312,-2.0,286,4206.114875151614,1,301.20075614860957,508.8776250647844,1576.39,1
2025-05-01,gr1,badulla,1655.0,0,29.93442,62.5,299.4142,-0.7,274,4215.491035511352,0,320.3823799496003,518.8116963745501,1576.39,1
2025-06-01,gr1,badulla,1655.0,1,31.063665,80.5,299.9014,-0.6,274,4181.043612950626,0,319.36475425384646,513.0112134556609,1576.39,1
2025-07-01,gr1,badulla,1655.0,1,30.816677,86.399994,301.1217,-0.3,289,4197.211546117114,0,328.9706619688713,515.209961559565,1576.39,1
2025-08-01,gr1,badulla,1655.0,1,31.311838,83.2,301.4891,1.2,289,4209.602455824502,0,326.97903272539025,530.1248197861186,1576.39,1
2025-09-01,gr1,badulla,1655.0,0,31.183666,144.09999,302.1955,1.5,283,4185.486272790567,0,316.2949190140997,520.5691516236632,1576.39,1
2025-10-01,gr1,badulla,1655.0,0,28.37958,346.0,302.9987,2.1,277,4146.744316846231,0,306.32862193539756,518.4186531627089,1576.39,1
2025-11-01,gr1,badulla,1655.0,1,26.748304,272.8,302.9987,2.1,277,4183.145701444098,0,323.35058029084115,463.2184268102915,1576.39,1
2020-01-01,white,badulla,779.0,1,25.160225,110.8,181.4036,5.7,104,4215.712366629764,0,319.7269546049007,477.99946984696754,862.35,1
2020-02-01,white,badulla,791.5,1,25.33631,142.9,181.5628,6.2,104,4210.4431797502375,1,322.9929258040649,559.7412222339888,827.45,1
2020-03-01,white,badulla,777.0,1,28.02474,37.7,185.0567,5.4,104,4246.56400595581,1,329.96047685805814,516.983245768666,814.8,1
2020-04-01,white,badulla,850.0,0,28.456999,127.4,193.0854,5.2,104,4069.012744795513,1,311.6079033266099,516.4645167376843,767.3,1
2020-05-01,white,badulla,777.75,0,28.86829,142.40001,187.865,4.0,104,4183.616892670111,0,321.8102155870371,508.8515389378336,800.9,1
2020-06-01,white,badulla,760.0,1,30.223665,62.1,185.9545,3.9,104,4203.011510497051,0,307.75701763710634,517.6646816840951,783.08,1
2020-07-01,white,badulla,769.75,1,29.095709,156.8,185.8487,4.2,104,4203.428148740301,0,327.2238135782777,512.669859592639,801.7,1
2020-08-01,white,badulla,798.0,1,30.424742,67.7,184.8939,4.1,104,4212.524642517294,0,325.9252694920118,507.84249478648366,819.84,1
2020-09-01,white,badulla,793.5,0,28.428667,158.2,185.0317,4.0,104,4162.313191782126,0,309.75813175670794,502.26638155433085,808.15,1
2020-10-01,white,badulla,773.5,0,30.30861,35.8,184.4379,4.0,104,4157.66031409658,0,314.67299160338086,509.4750428696516,794.0,1
2020-11-01,white,badulla,752.25,1,26.043667,298.3,184.4379,4.1,104,4225.68929754561,0,329.1358462623325,535.0115833504353,774.8,1
2020-12-01,white,badulla,775.8,1,25.019903,584.6,187.1822,4.2,104,4203.214000954773,0,319.64358517702516,521.8350496889675,801.36,1
2021-01-01,white,badulla,752.75,1,24.389257,467.5,190.4918,3.0,104,4183.274938207953,0,296.37067564458164,516.1899378800438,783.1,1
2021-02-01,white,badulla,781.0,1,25.121286,121.299995,194.0665,3.3,104,4187.371592430342,1,319.22162802987197,509.4204458387197,792.25,1
2021-03-01,white,badulla,806.8,1,26.466677,169.50002,196.9825,4.1,104,4138.109225058657,1,313.5645016768254,545.4470700021353,845.88,1
2021-04-01,white,badulla,917.3333333333334,0,27.782,231.40001,197.423,3.9,104,4237.364680256163,1,323.25796316582165,481.8438488424522,921.8,1
2021-05-01,white,badulla,908.3333333333334,0,28.06829,188.9,199.5847,4.5,111,4229.7578512718455,0,317.61067900830307,531.0348159982184,944.4,1
2021-06-01,white,badulla,987.5,1,28.493666,163.0,199.8161,5.2,111,4158.888980221678,0,317.4109502629592,500.7453486943078,1027.9,1
2021-07-01,white,badulla,981.25,1,28.653772,106.2,199.9778,5.7,111,4158.638452822383,0,318.6736625361743,524.0877806320595,1036.75,1
2021-08-01,white,badulla,983.3333333333334,1,28.531193,193.4,200.4965,6.0,111,4309.4901466608835,0,328.08057798281146,535.5031098806957,1059.53,1
2021-09-01,white,badulla,1049.4166666666667,0,28.723665,186.2,201.9858,5.7,111,4267.693618708271,0,329.7519762978243,545.5892986331551,1122.66,1
2021-10-01,white,badulla,1115.5,0,27.713451,261.7,201.0899,7.6,111,4277.557598776126,0,311.5675340468381,527.7795745870437,1185.78,1
2021-11-01,white,badulla,1232.2,1,25.883665,365.19998,201.8582,9.9,111,4203.704739020989,0,320.82439752934505,549.8987645490647,1244.32,1
2021-12-01,white,badulla,1289.25,1,24.919903,185.2,201.399,12.1,121,4173.487119081378,0,304.86285607387174,461.86023561356717,1424.98,1
2022-01-01,white,badulla,1412.5,1,24.674742,148.90001,201.4647,14.2,121,4268.343713372226,0,317.75144018191924,532.1649238336994,1533.23,1
2022-02-01,white,badulla,1426.75,1,25.180212,112.100006,201.7362,15.1,176,4203.868415382381,1,301.18150954502363,511.80626814741004,1580.47,1
2022-03-01,white,badulla,1695.75,1,27.208612,65.0,255.8081,18.7,176,4197.488094527544,1,318.65691258529455,529.0245063863701,1839.45,1
2022-04-01,white,badulla,1955.3333333333333,0,27.380333,250.8,319.4404,29.8,289,4231.929622938868,1,311.94129933503814,535.5869800781066,2214.2,1
2022-05-01,white,badulla,2137.5,0,28.992483,143.0,358.939,39.1,289,4169.800740664209,0,325.6091944794124,505.33687605780005,2429.95,1
2022-06-01,white,badulla,2137.5,1,28.45033,152.5,360.2428,54.6,430,4106.460403948708,0,313.7915240174888,502.43353845640524,2429.95,1
2022-07-01,white,badulla,2270.75,1,28.623127,126.7,360.8724,60.8,430,4157.5077815267605,0,322.53739661494575,550.0683965685799,2553.2,1
2022-08-01,white,badulla,2375.0,1,28.503775,145.40001,360.9983,64.3,430,4161.310540044821,0,333.7443809317082,542.0164279684521,2616.13,1
2022-09-01,white,badulla,2516.25,0,28.873665,130.5,362.3826,69.8,415,4174.439216178441,0,319.812912435541,525.1595196244236,2671.0,1
2022-10-01,white,badulla,2641.75,0,27.061838,304.3,363.1484,66.0,430,4187.712846795703,0,327.0830384720106,499.4726158466822,2737.7,1
2022-11-01,white,badulla,2600.2,1,25.490332,228.20001,363.394,61.0,420,4172.828761443312,0,312.30857650212704,486.2531130577858,2702.04,1
2022-12-01,white,badulla,2612.0,1,24.448935,234.8,363.1652,57.2,420,4173.773986686011,0,310.2645380029553,563.3011213561321,2721.37,1
2023-01-01,white,badulla,2594.6,1,23.703773,201.0,362.4228,51.7,405,4252.4504612918445,0,328.25098264667633,511.91205153632075,2690.48,1
2023-02-01,white,badulla,2594.6,1,24.653427,198.90001,361.9766,50.6,405,4215.390088444603,1,329.2621540224159,494.1474930569548,2690.48,1
2023-03-01,white,badulla,2574.75,1,26.476355,118.3,329.4709,50.3,325,4250.718503250907,1,315.4675159097699,494.4739116692333,2734.6,1
2023-04-01,white,badulla,2460.25,0,27.932,138.2,321.4244,35.3,310,4157.082110990939,1,326.38391925608386,541.7753930843335,2284.55,1
2023-05-01,white,badulla,2199.8,0,28.916677,103.0,310.1639,25.2,310,4187.624068222425,0,308.19187184691157,494.3083146860006,2312.32,1
2023-06-01,white,badulla,2034.5,1,30.012,155.40001,301.2612,12.0,308,4198.022242307167,0,334.89863438602083,530.2299915072372,2146.8,1
2023-07-01,white,badulla,2116.4,1,30.219902,84.7,319.2903,6.3,306,4125.7219813481515,0,335.8054068656837,485.04726980343474,2238.64,1
2023-08-01,white,badulla,2323.25,1,31.592484,119.5,321.5764,4.0,341,4198.265755630661,0,333.7284847467653,517.9313755141943,2480.15,1
2023-09-01,white,badulla,2333.0,0,28.125332,213.0,322.7693,1.3,351,4259.450826555378,0,327.1975794214818,488.6428114926909,2501.9,1
2023-10-01,white,badulla,2247.0,0,26.700548,386.30002,324.7303,1.5,356,4131.034038599274,0,313.5245819436484,514.050355982523,2487.84,1
2023-11-01,white,badulla,2258.25,1,26.187,480.0,328.25,3.4,329,4225.363701555365,0,321.05894453115235,512.0754064379648,2500.8,1
2023-12-01,white,badulla,2270.75,1,25.426353,415.0,326.7423,4.0,358,4184.61108825235,0,321.98948146796494,493.00847576896933,2462.4,1
2024-01-01,white,badulla,2316.4,1,25.171515,237.1,321.1706,6.4,363,4196.7124869463505,0,326.66312500909214,535.2805956314572,2486.52,1
2024-02-01,white,badulla,2266.75,1,26.419067,101.8,312.5801,5.9,363,4197.720699182225,1,334.0159859294643,525.1732229571078,2405.6,1
2024-03-01,white,badulla,2199.75,1,28.73603,78.3,305.665,0.9,363,4290.047021645541,1,328.38940500469613,494.8426368818223,2379.93,1
2024-04-01,white,badulla,2210.0,0,29.925331,110.100006,299.4232,1.5,333,4275.169915088358,1,325.75205016106565,532.0618936989766,2255.68,1
2024-05-01,white,badulla,2149.75,0,30.034418,208.1,299.6923,0.9,317,4219.674269271088,0,332.119439853864,503.2615859240744,2283.35,1
2024-06-01,white,badulla,2149.75,1,29.910334,75.200005,303.8121,1.7,317,4286.377158505035,0,325.0178273616755,487.23941885127965,2283.35,1
2024-07-01,white,badulla,2149.75,1,30.615065,101.0,303.7559,2.4,317,4198.074576524965,0,305.0347074490992,530.4255981002763,2283.35,1
2024-08-01,white,badulla,2149.75,1,29.29571,202.3,300.6683,0.5,307,4257.438285018605,0,335.3793191841255,526.4416462153397,2283.35,1
2024-09-01,white,badulla,2149.75,0,31.153666,148.0,301.1505,-0.5,283,4182.537114784079,0,325.646059258936,518.2786061441822,2283.35,1
2024-10-01,white,badulla,2149.75,0,27.732805,218.2,293.7851,-0.8,283,4249.900505492983,0,313.0945894768374,500.132826008361,2283.35,1
2024-11-01,white,badulla,2149.75,1,26.202,547.2,292.0092,-2.1,286,4252.532719800381,0,326.8332899281107,517.5254210745032,2283.35,1
2024-12-01,white,badulla,2149.75,1,26.210224,228.70001,291.6805,-1.7,286,4229.870003492493,0,319.5458878206776,544.75307515024,2283.35,1
2025-01-01,white,badulla,2149.75,1,24.18442,466.7,296.1796,-4.0,286,4312.621790267215,0,349.49094425308726,516.9740155953496,2283.35,1
2025-02-01,white,badulla,2149.75,1,26.508785,112.200005,296.8034,-4.2,286,4115.352159290231,1,324.82687887209215,505.21257185081924,2283.35,1
2025-03-01,white,badulla,2149.75,1,27.648935,127.8,295.909,-2.6,286,4222.02373689802,1,344.2671648634552,481.83995725753385,2283.35,1
2025-04-01,white,badulla,2149.75,0,28.293667,191.1,298.5312,-2.0,286,4185.252516085398,1,322.5538375567432,540.1894357719194,2283.35,1
2025-05-01,white,badulla,2149.75,0,29.93442,62.5,299.4142,-0.7,274,4328.985466882716,0,319.46879346982456,550.5606271877566,2283.35,1
2025-06-01,white,badulla,2149.75,1,31.063665,80.5,299.9014,-0.6,274,4100.313217871427,0,326.19711445966135,530.3058864324894,2283.35,1
2025-07-01,white,badulla,2149.75,1,30.816677,86.399994,301.1217,-0.3,289,4230.456906045359,0,327.04506539824723,545.8128892184509,2283.35,1
2025-08-01,white,badulla,2149.75,1,31.311838,83.2,301.4891,1.2,289,4219.428930226548,0,323.9792704994681,558.4689158964991,2283.35,1
2025-09-01,white,badulla,2149.75,0,31.183666,144.09999,302.1955,1.5,283,4223.734911643997,0,321.7183933979353,507.4023089527238,2283.35,1
2025-10-01,white,badulla,2149.75,0,28.37958,346.0,302.9987,2.1,277,4139.515262857944,0,304.35197228637946,504.3768724373777,2283.35,1
2025-11-01,white,badulla,2149.75,1,26.748304,272.8,302.9987,2.1,277,4246.715995561964,0,330.8176672767283,511.6979942207326,2283.35,1
2020-01-01,gr1,colombo,631.3333333333334,1,30.64013,18.800001,181.4036,5.7,104,4238.371736457645,0,314.5375555174752,540.901769481695,581.81,1
2020-02-01,gr1,colombo,517.25,1,32.187794,24.3,181.5628,6.2,104,4142.450321128885,1,317.90676322848134,559.2517438106158,533.38,1
2020-03-01,gr1,colombo,513.0,1,31.538517,48.4,185.0567,5.4,104,4164.007789580264,1,316.3467844868789,531.1627902903701,531.11,1
2020-04-01,gr1,colombo,504.1333333333333,0,31.279,155.3,193.0854,5.2,104,4240.62629111971,1,341.65002344901086,537.907108615252,512.35,1
2020-05-01,gr1,colombo,495.26666666666665,0,29.849808,291.6,187.865,4.0,104,4174.086489086318,0,328.6047348835975,507.00469546303464,515.98,1
2020-06-01,gr1,colombo,486.4,1,29.174002,260.4,185.9545,3.9,104,4182.864274173661,0,337.0221494463524,523.6766903264501,498.81,1
2020-07-01,gr1,colombo,481.0,1,28.635292,256.1,185.8487,4.2,104,4154.530627260263,0,331.9663148664565,481.4465484130878,495.04,1
2020-08-01,gr1,colombo,527.25,1,28.636904,222.6,184.8939,4.1,104,4211.372996730206,0,332.62584103427184,564.3756046689626,546.41,1
2020-09-01,gr1,colombo,550.0,0,27.980669,368.3,185.0317,4.0,104,4232.827680431691,0,320.88406886291847,515.389507496395,577.39,1
2020-10-01,gr1,colombo,545.5,0,28.659485,109.0,184.4379,4.0,104,4186.7671583381025,0,335.4324352827219,501.2698725042081,562.98,1
2020-11-01,gr1,colombo,531.0,1,29.279001,373.1,184.4379,4.1,104,4207.686255297276,0,310.0161456081171,598.5247541287265,551.98,1
2020-12-01,gr1,colombo,516.5,1,28.72884,155.8,187.1822,4.2,104,4161.3587392731215,0,317.18672442881785,533.7101547758041,543.59,1
2021-01-01,gr1,colombo,474.75,1,28.888515,280.1,190.4918,3.0,104,4231.6959511159,0,324.2881650033057,539.106011164755,522.04,1
2021-02-01,gr1,colombo,473.5,1,30.48293,20.5,194.0665,3.3,104,4124.0315017022995,1,312.00807993349747,529.3334196393216,511.54,1
2021-03-01,gr1,colombo,562.75,1,30.01755,202.2,196.9825,4.1,104,4200.5116530509795,1,329.19228934575204,518.6273190782906,608.51,1
2021-04-01,gr1,colombo,646.3333333333334,0,30.049002,105.0,197.423,3.9,104,4170.531762152789,1,334.1222055541543,550.3278811050715,684.43,1
2021-05-01,gr1,colombo,617.6666666666666,0,29.403032,423.0,199.5847,4.5,111,4254.938842599359,0,333.17115067339864,510.5775069636424,671.86,1
2021-06-01,gr1,colombo,695.0,1,28.617334,263.7,199.8161,5.2,111,4199.387661357654,0,315.6837968728195,509.80386613618236,751.81,1
2021-07-01,gr1,colombo,738.25,1,28.549807,264.0,199.9778,5.7,111,4189.327642414408,0,325.13907849658915,513.2749052263786,749.55,1
2021-08-01,gr1,colombo,715.3333333333334,1,28.217548,280.5,200.4965,6.0,111,4204.883804927442,0,321.90499679779066,555.0986614329448,732.83,1
2021-09-01,gr1,colombo,751.1666666666667,0,28.410667,282.7,201.9858,5.7,111,4293.808541960794,0,309.46317580853645,526.1999796633111,785.26,1
2021-10-01,gr1,colombo,787.0,0,28.482065,337.5,201.0899,7.6,111,4146.618978530871,0,333.7365854516296,505.4079506038518,837.68,1
2021-11-01,gr1,colombo,938.6,1,27.935667,533.9,201.8582,9.9,111,4268.431577876618,0,312.5752941430195,512.8394124050603,998.1,1
2021-12-01,gr1,colombo,1031.5,1,29.882067,102.0,201.399,12.1,121,4134.776524974757,0,326.7134007645047,518.0181139951746,1117.54,1
2022-01-01,gr1,colombo,1046.75,1,30.790129,71.200005,201.4647,14.2,121,4210.698995536711,0,336.12220628255426,529.118083903414,1142.21,1
2022-02-01,gr1,colombo,1113.0,1,31.45793,51.199997,201.7362,15.1,176,4119.677683987122,1,322.33216131263504,539.5684422405607,1160.14,1
2022-03-01,gr1,colombo,1397.0,1,30.924002,54.5,255.8081,18.7,176,4295.470832023507,1,313.537726901562,528.7462637407792,1460.57,1
2022-04-01,gr1,colombo,1658.6666666666667,0,29.747335,220.7,319.4404,29.8,289,4116.529735943931,1,315.8918571204542,505.29393078636093,1744.73,1
2022-05-01,gr1,colombo,1841.0,0,28.84658,614.30005,358.939,39.1,289,4171.155406523842,0,315.2616065292908,494.9015466399542,1845.21,1
2022-06-01,gr1,colombo,1841.0,1,28.452333,253.5,360.2428,54.6,430,4219.722607118915,0,308.73232531090196,502.37863326677416,1843.43,1
2022-07-01,gr1,colombo,1734.5,1,28.380451,183.7,360.8724,60.8,430,4238.543259694348,0,294.6971247725367,547.1088560221099,1805.43,1
2022-08-01,gr1,colombo,1705.2,1,27.959484,314.3,360.9983,64.3,430,4186.506253235331,0,316.3038966395637,495.8595670428557,1801.86,1
2022-09-01,gr1,colombo,1697.0,0,28.285667,178.4,362.3826,69.8,415,4206.461059098761,0,325.5560446600345,499.70481013628296,1767.02,1
2022-10-01,gr1,colombo,1728.5,0,27.841743,431.3,363.1484,66.0,430,4149.394781236992,0,328.6239347238276,551.7967795636137,1808.95,1
2022-11-01,gr1,colombo,1687.8,1,28.719,231.3,363.394,61.0,420,4144.673704562916,0,312.0758007900004,513.1818424530784,1745.04,1
2022-12-01,gr1,colombo,1469.25,1,28.69013,195.90001,363.1652,57.2,420,4182.865620295983,0,322.7737693795819,518.4511307854801,1640.54,1
2023-01-01,gr1,colombo,1500.2,1,29.58529,89.0,362.4228,51.7,405,4257.966490168213,0,313.0528686891094,522.7812079730684,1678.93,1
2023-02-01,gr1,colombo,1500.2,1,29.815073,68.9,361.9766,50.6,405,4210.550873360131,1,321.9358991136754,515.5505020644347,1678.93,1
2023-03-01,gr1,colombo,1540.75,1,30.244968,137.0,329.4709,50.3,325,4161.084763729885,1,318.60553724319,547.6906409518781,1668.46,1
2023-04-01,gr1,colombo,1356.5,0,31.079,164.7,321.4244,35.3,310,4169.424109850403,1,309.28142766959843,517.7698234571411,1409.21,1
2023-05-01,gr1,colombo,1365.4,0,29.741743,221.4,310.1639,25.2,310,4288.540031781776,0,317.7140008465998,493.2654912224814,1414.43,1
2023-06-01,gr1,colombo,1263.5,1,29.120667,378.30002,301.2612,12.0,308,4241.696107727445,0,314.263982271031,499.7880356014217,1332.7,1
2023-07-01,gr1,colombo,1360.6,1,28.76271,244.5,319.2903,6.3,306,4184.541393826568,0,307.3983523482742,521.0239580376217,1460.24,1
